16777216;62064;31792;74624;75824;33600;75968;33520;41088;25648;27856;26272;21136;60832;52352;27632;41952;27408;23920;73600;24848;21152;91584;41072;106432;27184;32048;41024;23888;40544;33696;21136;32928;31792;33552;106368;21136;39296;31840;23024;49056;21232;32048;33696;89008;20512;41952;28208;25088;21584;24848;60864;23216;50208;41952;23920;21152;20528;33040;74688;33648;21088;49088;73616;33104;21248;50336;75824;27808;41008;27856;23168;49104;106432;62080;33680;91584;75856;39440;60160;33648;50528;26720;32816;41024;32592;23248;24832;27088;27392;27104;24752;49216;39376;21296;39328;23216;50368;50304;39280;21184;23152;41072;28352;48880;60352;60832;50320;60256;32912;21168;40384;60368;32032;25088;39344;21152;89552;50544;49088;89008;75840;62208;89008;75872;33552;21904;28192;39440;23872;50528;73904;60864;21584;28400;20192;62064;23264;41952;60848;41024;27088;60368;74752;21296;33504;21600;21296;62112;49008;33648;73632;20528;50336;73664;20240;91584;106384;24752;26784;60432;48800;60832;33616;40384;74736;26288;21184;50544;27200;60832;41936;41088;89008;23120;126112;31792;73920;73696;39184;27104;73936;23216;39424;23152;21568;23936;26800;22784;60784;33520;62080;60256;74640;106576;25632;60848;50304;39424;40624;89088;89072;60368;21152;31792;21120;27424;21904;21376;75952;62096;21600;49040;28064;60864;21168;23872;50352;40048;23104;73648;22848;32576;74608;91872;23216;73936;32576;21168;23904;21376;62096;89024;106576;62096;24832;31792;33632;50592;48752;23936;27088;22864;125888;23248;20544;23872;21136;22848;21072;33712;27808;25136;31392;62080;39312;
512;74364;65864;65900;58384;153236;61592;61724;74196;91072;74016;70172;150428;91572;153336;74052;89380;89448;74088;86000;62020;151576;72704;74196;85324;88532;86592;74232;74052;74516;61876;90280;69500;63804;116504;69656;113924;116504;63872;69560;73164;201524;111956;59444;80716;74164;75636;111704;59732;200820;59752;116504;200936;69396;113388;71816;200936;74404;201052;73216;115876;115340;63892;70280;201524;201168;58752;58684;71796;80872;80872;201052;63912;70168;72864;59332;72864;58704;67676;117392;74684;59200;117392;59772;80924;69396;115792;59820;201408;75688;201524;59684;69552;117392;80760;77320;153136;58368;61556;153336;152728;262144;74160;74160;86660;153336;70172;61440;94000;62056;150528;74284;92664;86288;59456;70172;150836;153336;61840;63680;94280;58368;74560;94000;61476;153336;88252;150128;92732;94136;61804;86728;91572;85044;74124;91072;74232;150936;150328;91572;74524;151784;153436;87820;94280;61548;150228;73916;74480;87964;89944;85392;88320;61440;85256;91004;74596;85112;61984;73996;80768;112584;77320;115876;80924;73380;67696;201640;59312;112844;67636;113020;72236;117560;201640;117392;73000;112040;69604;116504;201052;112408;115340;117308;201408;111704;71816;80812;63852;67656;69448;72864;117560;73052;111872;116504;77156;69396;67656;72816;117476;117392;117308;114008;112760;113556;113472;74052;201640;69396;72796;69560;73328;80872;76992;201640;117560;58684;80820;201524;111788;116504;69560;63932;74444;150628;150228;85044;153036;74052;153336;72688;94068;85856;74596;59456;87752;89944;61512;86144;71616;152680;91072;94000;153236;88388;153436;151144;91004;153136;61912;74052;61948;88108;72704;91572;
1536;71176;154480;87148;81096;80956;84444;81684;84924;91364;85760;116052;111544;83464;82496;82352;91472;91292;85916;113808;90544;75444;101600;85004;117204;72024;153844;83044;91148;85560;77280;111544;106124;142564;75124;105240;111040;148696;127052;85364;99060;69536;141936;77544;106412;98820;87028;85040;100984;81480;83088;110272;93868;74856;87028;102940;63176;76188;81368;96216;99012;123600;128728;142384;69568;62996;75124;82136;84796;72148;105384;73200;98972;131436;87124;84944;81792;82416;127952;139068;99012;74912;138952;81860;81712;82432;98144;80688;77704;110768;95684;82880;105032;109192;90404;149216;97728;76704;76488;152656;86304;72152;85964;77056;156088;115408;83464;76456;115236;86076;111600;85708;156968;113740;101580;152192;93776;152772;79356;112352;132336;101424;101444;155228;101496;77260;89284;75096;153300;74300;76764;154084;105588;101284;82304;119144;72944;73332;91472;89424;101520;62560;156968;106532;98768;101288;84876;98768;75452;89008;100508;113724;93340;76488;113088;90164;101600;135560;81864;74984;105272;128940;95564;98844;79864;110520;127676;86448;78864;81828;95564;76644;76152;106412;72384;139184;142564;191952;105916;86472;79328;142336;98144;146044;71936;88692;80784;100764;128520;127500;82912;87124;139328;92760;142212;110220;97492;75084;95792;69944;145844;108868;186528;86828;142564;86748;110888;110688;79720;82396;79620;88876;110388;86364;110272;100624;86472;86276;106300;68732;142520;79284;88824;92624;85640;87124;154396;84480;100684;101740;85864;79812;115756;136976;71696;101408;154480;80884;100836;137156;101540;68256;91544;114912;97768;80944;74300;85300;76172;100820;82040;71480;85508;106432;75180;152424;
512;71628;153676;88036;82120;81940;85136;82544;85216;91060;85980;116276;112320;83664;83228;82096;92224;91984;86028;113700;90576;75568;101600;85804;116544;72716;153248;83556;91424;86200;78028;112320;106112;141724;75544;104788;112064;148200;127276;86492;99120;70340;141152;78220;106000;98588;87904;86056;101240;82544;83584;109644;94784;76076;87904;102488;63248;76540;82440;95900;99952;124544;128852;141820;70372;63024;76288;83032;84844;72176;105516;74380;99036;131232;87360;85632;81712;83228;127504;138996;99952;75988;138996;82768;81640;83340;99180;81768;78000;111480;96408;83468;104588;109040;91120;148668;98864;77684;77604;152944;87400;73464;86068;77152;154944;115420;83664;77600;115212;86776;112356;86272;156784;113700;101672;152296;94288;152944;80316;111716;132416;101780;101048;155476;101760;77624;89152;76260;153472;74500;77764;153480;105404;101708;82056;118468;73500;73744;92224;89316;101528;62592;156784;106328;99184;101560;85692;99184;75768;88800;101632;113540;93532;77536;112980;89956;101600;134624;82508;75252;105412;129004;95904;99788;80672;110016;127000;87496;79980;82360;95904;77592;76256;106000;73720;138996;141724;190648;105912;86292;79504;141436;99200;145724;73288;89704;80596;101480;128652;126832;83648;87360;139132;92992;141152;109644;97380;76308;96040;69860;145316;108624;186784;87676;141724;87652;111564;110448;80472;83340;79740;89820;110188;86548;109644;101684;86740;87184;105896;69000;141848;79452;89820;92932;86272;87828;153676;85260;101716;101960;86296;79476;115796;136112;72236;101172;153676;81824;100836;136336;101716;68592;91284;114796;98892;81152;74500;85856;76412;101888;82676;71740;85836;106328;75552;152620;
5632;89296;77436;119096;93788;109916;91020;103324;109344;105876;80548;84792;94940;127388;111180;92284;89520;96956;114216;106084;86204;80576;95748;109572;85432;104744;89672;91900;94080;99164;98452;79724;87036;80792;97892;76952;87584;86236;100700;105640;144920;87856;77076;89964;81676;101460;96876;127228;102392;137940;98600;125404;127436;100136;100368;115168;85400;105208;117772;157956;90880;89444;103720;81268;100972;111568;107680;99868;99796;93348;79660;89768;121424;72320;105684;112128;93092;90820;102056;108148;96684;94952;76300;111480;108920;102524;94636;99940;94184;95020;120152;95380;99836;91964;107852;87492;84204;95984;101508;76260;73724;97596;91392;93592;88280;84092;118064;93600;81764;77708;82904;101528;88892;77556;109472;76932;74804;95240;101748;110544;81484;87820;110176;77156;102988;99216;105412;119016;88424;109664;95928;91264;127764;94036;113340;111648;104660;75972;107724;142440;110376;88564;95780;128080;97276;99464;125580;109028;95168;115672;95304;87776;97996;111148;91080;98832;91860;89336;102052;92408;97692;73296;120336;103316;99388;115988;99008;80956;102724;104428;125116;105124;108068;83516;83396;76172;90148;88568;89208;103328;101208;90580;76456;78504;105892;97324;108896;87216;96808;102124;102840;98920;81704;115348;76544;92816;149492;101208;123584;116636;78156;91812;89096;78172;80792;95888;94212;115020;135728;85676;98700;111000;127528;109716;120712;76756;120332;97068;93452;78292;80452;110244;85664;132452;87688;85796;94884;87580;83988;103528;133580;101636;90028;83732;100004;100084;93504;90220;115664;100896;109040;104852;95044;82064;99388;108440;118576;83040;111452;94852;103728;100180;119648;90448;100224;97140;
512;88756;104068;120980;80652;120520;93536;89724;103596;108884;111372;88800;90948;120012;121492;85788;91052;98084;87004;100220;109696;70540;71796;96340;116932;101768;105508;84464;112732;90008;98688;76264;112648;103932;118004;107384;86348;102704;113380;88288;153340;65388;85132;85748;109000;114436;93684;77908;84580;78444;115020;103812;77964;95812;113924;82156;73928;146252;84532;155144;108888;78536;114204;111748;74492;76748;102844;83104;116188;71632;109204;75188;101592;91000;87112;103776;76832;68288;114980;97856;99580;80868;86728;120452;86844;93568;112212;113144;74344;93856;78860;73376;112984;101188;79768;136540;73656;74320;98644;104732;69748;67188;84476;102460;104076;112904;119728;83864;91036;109696;67692;88036;104964;84256;96908;104608;69472;96316;93184;118008;114516;66152;75472;105448;83328;136108;107684;91316;103704;80036;87728;104232;120524;80764;85652;120808;98540;63504;117148;180104;80236;65480;95828;119540;78416;72948;91916;80612;85284;103404;93768;94396;137692;102888;120944;136108;76648;117204;82228;86536;110668;85904;137384;111560;81556;138376;114476;70128;104788;122340;103460;146428;100376;93556;66804;86632;134240;116324;107824;113948;68652;96232;75364;85416;68132;68776;116872;85312;113876;113032;79360;87360;85200;138224;84172;107624;155556;100404;101744;92296;86656;83300;115804;70012;103932;109056;115636;137260;88904;87208;98152;92204;140380;83096;137488;69664;78944;82616;110800;68712;85820;111604;78196;104724;93168;73588;97664;78048;67712;77636;89544;71344;119260;98132;97808;91040;135112;89800;84328;86248;94332;75540;135952;118704;98888;117584;79680;67620;121316;93396;89416;92812;90796;91548;86808;135180;
1536;89700;78336;118224;95640;109824;91960;105256;111076;106772;81412;86072;95376;127024;111408;93924;89528;97136;116288;104804;87528;80104;97472;110636;86288;104224;89124;93424;95824;100296;99864;80000;88376;82020;97536;78080;88036;87252;100916;105300;144316;86932;76628;91468;83192;101620;96944;126000;104672;135952;100760;125052;126208;100084;100376;117708;85360;105284;117268;155932;91376;89308;102892;82448;100448;110680;109816;101500;101684;95084;80556;89996;120904;73176;107696;113876;94600;91996;101648;106692;96944;96600;75460;113604;110840;102028;95060;101700;93880;95532;119600;97520;101596;90836;107232;87844;85192;98024;102804;76620;74304;96936;92956;94564;87772;84004;117536;95540;82656;78392;83496;101212;88000;76496;111616;77292;75260;94852;102984;110156;83024;89036;112304;78064;104580;98756;105476;118536;88144;108944;97596;89972;127448;93656;115584;111704;106188;76676;107792;141660;112416;88392;94956;127304;96472;101212;124432;108356;96352;114668;95620;88828;98088;113120;92100;98372;93252;91004;103912;92504;99496;73328;119888;102680;99088;115884;99956;81248;103960;103620;124672;105200;109692;84924;84484;75268;90948;87996;90956;102740;100688;90144;77564;78548;105140;96572;111284;87492;97288;100884;104764;100796;82572;115304;75944;93612;148872;102516;122596;118936;77948;90764;88204;79244;82020;96124;94648;115284;133720;86092;100500;110024;126832;111664;120304;77080;119780;98940;95172;78588;80884;110492;85708;130896;88140;85784;94420;87552;84092;105720;131600;103624;91128;83276;101956;102292;94632;89872;117860;99444;111416;104624;96000;82648;99940;108508;118112;83728;111680;95168;105572;102032;121788;90500;102288;98052;
512;87992;104332;121484;80248;120864;92932;89904;104416;108968;111820;88716;90664;120104;121620;85792;91032;98024;87324;100132;110116;69836;71372;96120;116956;101524;105508;84428;113592;89436;99184;75728;113080;104088;118116;108144;85900;102736;113376;87528;153888;64716;84704;86316;109044;114392;93552;76712;84392;77052;115924;103740;76768;95328;113780;82320;73352;147092;83428;155608;108460;78124;114416;111724;73468;75648;102544;82432;116312;71756;109212;74140;101368;90800;86784;104184;76660;68056;115360;98004;99376;80436;86080;120944;87012;92952;111848;113452;73460;93564;77704;73456;113292;100992;79008;137040;73172;73868;98260;104696;69196;66496;84708;102928;104128;113284;119788;83428;91120;110260;67140;87680;105044;84124;96856;104624;68972;96632;93060;118432;114412;65864;75316;105460;83208;136020;107912;90504;104060;78960;87616;104480;120612;79952;86200;121320;98280;63096;116988;180668;80132;64776;95912;120016;77500;72852;90852;79624;84752;103600;93712;94508;138128;102520;120940;136020;76212;117312;82424;85776;111136;85584;137880;111940;80904;139092;114948;69528;105296;122832;103388;147268;100832;93164;66332;85984;134096;116828;108460;114292;67700;95860;74716;84972;67208;67736;116884;84608;114076;113064;79472;86964;85024;138820;83796;108056;156500;99768;101480;91880;86276;82964;115756;69824;104088;108804;115576;137720;87648;86736;97836;91524;141152;83168;138008;69368;77788;82232;111232;67900;85308;111580;77376;104312;92664;72868;97856;77212;67572;77648;88376;70988;119464;98168;97516;91032;135292;89556;84180;85800;94668;74548;136252;118820;98788;117424;78612;67100;121444;93340;89628;93268;90948;91560;86360;135512;
22016;87704;133456;111188;105616;87500;96784;74536;87700;76928;76852;128832;84136;99164;86888;105172;90104;96308;85796;66744;71848;88880;96332;88824;75024;93180;83944;77984;68236;118860;84984;90960;82456;131568;87192;72932;88260;139444;111140;84252;102312;84844;84076;84876;76220;86788;94596;87828;87660;90940;76512;106568;88780;88740;88676;86348;86180;100360;91720;89292;92664;89040;96552;78300;104084;113832;102932;104756;77400;73600;79764;103660;102748;76016;111432;90888;100728;108788;102204;67808;96856;75484;83440;79792;82688;93800;84396;70392;98988;98580;89280;94360;83940;74504;85216;149340;92800;103316;108604;127792;84168;107192;89308;82060;93276;104396;103896;109984;80948;81548;91388;89896;98968;77084;87972;144012;84572;83036;80692;99180;71816;107052;97580;75356;101688;85712;77440;92152;87932;84524;74580;103980;106936;88108;78596;80672;75388;86156;85860;99972;86668;100772;92300;113388;88676;81084;90972;86868;101172;98080;96712;80572;96900;103976;72044;101376;102140;68368;94204;84904;83276;115600;99908;90892;91724;108964;121616;82980;83892;84988;108932;85512;88384;67904;88060;80192;135460;93952;80028;88520;105000;91540;91400;86648;108212;87684;79292;84900;131676;93360;77160;106000;80136;102216;78148;79800;94936;109536;101348;98484;77300;66104;94804;91960;138168;83492;88596;78276;90484;92516;106452;88560;110056;75040;106192;89968;88860;103436;84508;92852;77852;98468;83768;118580;95728;95568;88144;88016;92180;87260;92820;114016;71484;71592;105212;79112;138204;96524;91648;70780;82908;93452;96680;81528;82996;103520;90724;85692;99452;87124;81752;73588;80476;82804;107240;148600;
512;89936;99196;75020;85212;69876;96528;127728;109656;68024;74076;112132;123004;90132;72272;108696;86132;97900;108864;76700;79708;160900;89064;127404;77772;72240;71220;115992;73524;95224;106456;175508;87800;94916;77868;82004;146376;77724;100232;111492;83980;129272;78524;132688;88732;74056;92000;150632;93060;140160;73652;78032;139768;108088;81812;91680;133324;75256;140532;85464;121776;139612;98984;73932;152756;151036;113268;89800;79076;111436;82832;157652;85240;71948;107112;104332;107572;109416;90244;67036;93812;110152;74012;74872;107532;103144;117200;75788;157068;89336;139064;93212;83696;73216;114332;99516;142380;86952;98156;70928;142480;190628;112052;109656;70768;70780;83836;99544;69840;80528;139712;93068;78628;71312;86036;107696;141728;69068;129408;104580;79796;91824;130768;67948;130604;78968;69568;169912;77352;121424;118448;71892;76988;123172;109560;65220;126900;141844;77096;82508;131192;151380;72268;71752;124500;129136;169912;134652;95800;70216;105568;65980;75824;118200;76864;70228;129848;74904;112360;138008;88940;76452;82980;70720;105312;85424;92568;139596;107060;69016;92020;74276;106644;81564;129408;70808;89536;67640;82804;78628;152732;75148;143460;78412;153656;153464;80028;110312;99436;90352;105072;80160;71588;77704;64688;77940;75940;84560;88864;113672;71484;68260;72936;142560;78092;117232;116384;73972;140760;108132;112996;116436;88908;106788;79924;175396;151140;104492;86200;135220;64536;82180;111448;84340;96252;138108;76076;107240;142744;106300;170232;85164;70536;73636;98356;85312;81988;82348;128836;74268;90920;151476;66756;70824;119204;69876;170580;159568;74924;118704;108780;75720;112244;67860;89036;89532;
